구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,위도,경도,화장실소유구분,오물처리방식,비상벨설치여부,비상벨설치장소,화장실입구cctv설치여부,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
공중화장실,부천역푸르지오시티,"경기도 부천시 원미구 부일로 500(심곡동, 부천역 푸르지오시티)",경기도 부천시 원미구 심곡동 145-6번지 부천역푸르지오시티,N,1,2,1,0,0,0,2,1,0,원미구 도시미관과,,정시,,37.4852176964,126.7855518863,민간소유-개인,수세식,N,,N,N,,,2025-01-01
공중화장실,정주빌딩,경기도 부천시 원미구 부일로 496(심곡동),경기도 부천시 원미구 심곡동 145-11번지,N,2,2,0,0,0,0,2,0,0,원미구 도시미관과,,정시,,37.4853149237,126.7852342512,민간소유-개인,수세식,N,,N,N,,,2025-01-01
공중화장실,한림빌딩,경기도 부천시 원미구 부일로 454(심곡동),경기도 부천시 원미구 심곡동 383-15번지,N,1,2,0,0,0,0,2,0,0,원미구 도시미관과,,정시,,37.4859180987,126.7806588073,민간소유-개인,수세식,N,,N,N,,,2025-01-01
공중화장실,프리존빌딩,경기도 부천시 원미구 부일로 448(심곡동),경기도 부천시 원미구 심곡동 383-8번지,N,2,5,0,1,0,0,2,1,0,원미구 도시미관과,,정시,,37.4859873781,126.7801943862,민간소유-개인,수세식,N,,Y,N,,,2025-01-01
공중화장실,운현프라자,경기도 부천시 원미구 부천로 151(심곡동),경기도 부천시 원미구 심곡동 78-1번지,N,2,2,1,0,0,0,2,1,0,원미구 도시미관과,,정시,,37.4977453238,126.7853646694,민간소유-개인,수세식,Y,남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2025-01-01
공중화장실,가은병원,경기도 부천시 소사구 마니로24번길 43-17(송내동),경기도 부천시 소사구 송내동 676-6번지,N,8,11,5,0,0,0,16,5,0,소사구 도시미관과,,정시,,37.4774541268,126.7688646052,민간소유-개인,수세식,Y,여자화장실,N,N,,,2025-01-01
공중화장실,메디홀스요양병원,경기도 부천시 소사구 경인로110번길 14(송내동),경기도 부천시 소사구 송내동 385-4번지,N,7,8,1,0,0,0,7,1,0,소사구 도시미관과,,정시,,37.4835203144,126.7674255815,민간소유-개인,수세식,N,,N,N,,,2025-01-01
공중화장실,부천세종병원,경기도 부천시 소사구 호현로489번길 28(소사본동),경기도 부천시 소사구 소사본동 91-121번지,N,2,4,1,0,0,0,3,1,0,소사구 도시미관과,,정시,,37.4810423491,126.7911902926,민간소유-개인,수세식,Y,여자화장실,Y,N,,,2025-01-01
공중화장실,본새울병원,경기도 부천시 소사구 소사로 80(소사본동),경기도 부천시 소사구 소사본동 404-4번지,N,1,1,0,0,0,0,2,0,0,소사구 도시미관과,,정시,,37.4660007599,126.7990784049,민간소유-개인,수세식,N,,Y,N,,,2025-01-01
공중화장실,고강선사유적공원,경기도 부천시 오정구 고리울로8번길 77(고강동),경기도 부천시 오정구 고강동 산90번지,N,1,2,1,0,0,0,3,1,0,공원관리과,,정시,,37.5243326452,126.8169456824,공공기관-지방자치단체,수세식,Y,여자화장실,N,N,,,2025-01-01
공중화장실,점말어린이공원,경기도 부천시 오정구 소사로 604(여월동),경기도 부천시 오정구 여월동 309번지,N,3,2,1,0,0,0,4,1,0,공원관리과,,정시,,37.5110067359,126.7993366415,공공기관-지방자치단체,수세식,Y,여자화장실,N,N,,,2025-01-01
공중화장실,전원2단지어린이공원,경기도 부천시 오정구 작동로 10(작동),경기도 부천시 오정구 작동 344번지,N,0,2,1,0,1,0,2,1,1,공원관리과,,정시,,37.5107534297,126.8098958044,공공기관-지방자치단체,수세식,Y,여자화장실,N,N,,,2025-01-01
공중화장실,전원1단지어린이공원,경기도 부천시 오정구 작동로 57(작동),경기도 부천시 오정구 작동 367번지,N,0,2,1,0,1,0,2,1,1,공원관리과,,정시,,37.5114766869,126.8133628522,공공기관-지방자치단체,수세식,Y,여자화장실,N,N,,,2025-01-01
공중화장실,바람모퉁이어린이공원,경기도 부천시 오정구 까치로 64(작동),경기도 부천시 오정구 작동 390번지,N,1,3,0,0,0,0,2,0,0,공원관리과,,정시,,37.5121464122,126.8076539028,공공기관-지방자치단체,수세식,Y,여자화장실,N,N,,,2025-01-01
공중화장실,둥지어린이공원,경기도 부천시 오정구 여월로 34(여월동),경기도 부천시 오정구 여월동 314번지,N,1,3,1,0,1,0,3,1,0,공원관리과,,정시,,37.5104298277,126.8023744120,공공기관-지방자치단체,수세식,Y,여자화장실,N,N,,,2025-01-01
공중화장실,가마골어린이공원,경기도 부천시 오정구 성곡로 23-1(여월동),경기도 부천시 오정구 여월동 297번지,N,16,20,1,0,0,0,16,1,0,공원관리과,,정시,,37.5162606003,126.8006906709,공공기관-지방자치단체,수세식,Y,여자화장실,N,N,,,2025-01-01
공중화장실,산들역사문화공원,경기도 부천시 소사구 범안로 225-2(옥길동),경기도 부천시 소사구 옥길동 773번지,N,3,2,1,0,0,0,5,1,0,공원관리과,,정시,,37.4626622705,126.8138434288,공공기관-지방자치단체,수세식,Y,여자화장실,N,Y,여자화장실,,2025-01-01
공중화장실,괴안체육공원,경기도 부천시 소사구 양지로48번길 9(괴안동),경기도 부천시 소사구 괴안동 262번지,Y,2,2,0,0,0,0,2,0,0,공원관리과,,정시,,37.4758423937,126.8111443467,공공기관-지방자치단체,수세식,Y,여자화장실,N,N,,,2025-01-01
공중화장실,용못내공원,경기도 부천시 소사구 부광로 197(옥길동),경기도 부천시 소사구 옥길동 735번지,N,3,2,1,0,0,0,5,1,0,공원관리과,,정시,,37.4698452076,126.8246454670,공공기관-지방자치단체,수세식,Y,여자화장실,N,Y,여자화장실,,2025-01-01
공중화장실,목일신공원,경기도 부천시 소사구 괴안동 산14-2 일원,경기도 부천시 소사구 괴안동 산14-2 일원,N,2,2,1,1,0,0,2,1,0,공원관리과,,정시,,37.4766602786,126.8066582008,공공기관-지방자치단체,수세식,Y,여자화장실,N,N,,,2025-01-01
공중화장실,한림어린이공원,경기도 부천시 소사구 경인로526번길 46(괴안동),경기도 부천시 소사구 괴안동 124-2번지,N,1,2,0,0,1,0,2,0,1,공원관리과,,정시,,37.4831362480,126.8145724013,공공기관-지방자치단체,수세식,Y,여자화장실,N,N,,,2025-01-01
공중화장실,소사대공원,경기도 부천시 소사구 소사로 107(소사본동),경기도 부천시 소사구 소사본동 334-3번지,N,1,2,1,0,0,0,2,1,0,공원관리과,,정시,,37.4679422102,126.7966402737,공공기관-지방자치단체,수세식,Y,여자화장실,N,N,,,2025-01-01
공중화장실,은하수어린이공원,경기도 부천시 소사구 소삼로36번길 16(소사본동),경기도 부천시 소사구 소사본동 138-4번지,N,1,2,0,0,1,0,2,0,1,공원관리과,,정시,,37.4776596000,126.7967754030,공공기관-지방자치단체,수세식,Y,여자화장실,N,N,,,2025-01-01
공중화장실,분당우성시장,경기도 성남시 분당구 중앙공원로40번길 42,성남시 분당구 중앙공원로40번길 42,N,2,3,0,0,0,0,2,0,0,성남시청 자원순환과,,00시-24시,,37.3781816137,127.1323770093,N,N,N,N,N,N,N,,2021-12-31
공중화장실,현대프라자시장,경기도 성남시 분당구 돌마로 364,성남시 분당구 수내동 79-2,N,3,3,0,0,0,0,3,0,0,성남시청 자원순환과,,09시-18시,,37.3699876639,127.1236529514,N,N,N,N,N,N,N,,2021-12-31
개방화장실,대림아크로텔,경기도 성남시 분당구 성남대로 295,경기도 성남시 분당구 성남대로 295 (정자동),N,2,4,1,1,0,0,2,1,0,성남시청 자원순환과,,24시간,,37.3624989410,127.1075530206,N,N,N,N,N,N,N,,2021-12-31
개방화장실,하나프라자,경기도 성남시 분당구 느티로 27,경기도 성남시 분당구 느티로 27 (정자동),N,2,3,1,1,0,0,3,1,0,성남시청 자원순환과,,24시간,,37.3688264929,127.1075087701,N,N,N,N,N,N,N,,2021-12-31
개방화장실,천사의도시Ⅱ,경기도 성남시 분당구 돌마로 51,경기도 성남시 분당구 돌마로 51 (금곡동),N,2,2,1,1,0,0,2,1,0,성남시청 자원순환과,,24시간,,37.3503759611,127.1077403339,N,N,N,N,N,N,N,,2021-12-31
개방화장실,MD프라자,경기도 성남시 분당구 돌마로 52,경기도 성남시 분당구 돌마로 52 (구미동),N,2,3,0,0,0,0,2,0,0,성남시청 자원순환과,,9:00∼22:00,,37.3496819074,127.1077439449,N,N,N,N,N,N,N,,2021-12-31
개방화장실,성우스타우스,경기도 성남시 분당구 구미로 16,경기도 성남시 분당구 구미로 16 (구미동),N,2,3,1,1,0,0,2,1,0,성남시청 자원순환과,,24시간,,37.3377132185,127.1109897025,N,N,N,N,N,N,N,,2021-12-31
개방화장실,판교KCC웰츠타워B동,경기도 성남시 분당구 분당내곡로 155,경기도 성남시 분당구 분당내곡로155 (삼평동),N,1,2,1,1,0,0,3,1,0,성남시청 자원순환과,,24시간,,37.3976420827,127.1125217426,N,N,N,N,N,N,N,,2021-12-31
개방화장실,에메트타운 빌딩,,경기도 성남시 분당구 성남시 분당구 판교로 375 (삼평동),N,1,2,0,0,0,0,3,0,0,성남시청 자원순환과,,24시간,,,,N,N,N,N,N,N,N,,2021-12-31
공중화장실,성남중앙지하시장,,성남시 중원구 산성대로 204-5,N,12,24,1,1,0,0,32,1,0,성남시청 자원순환과,,00시-24시,,,,N,N,N,N,N,N,N,,2021-12-31
개방화장실,위례우남역KCC웰츠타워,경기도 성남시 수정구 위례광장로 21-9,경기도 성남시 수정구 위례광장로 21-9(창곡동),N,1,3,1,1,0,0,4,1,0,성남시청 자원순환과,,07:00~24:00,,37.4653143644,127.1401718549,N,N,N,N,N,N,N,,2021-12-31
공중화장실,금광1동행정복지센터,경기도 성남시 중원구 광명로 328,성남시 중원구 광명로328,N,2,2,1,1,0,0,3,1,0,성남시청 자원순환과,,09시~18시,,37.4451082700,127.1624380693,N,N,N,N,N,N,N,,2021-12-31
공중화장실,코끼리상가,,성남시 분당구 내정로166번길,N,6,4,0,0,0,0,6,0,0,성남시청 자원순환과,,00시-24시,,,,N,N,N,N,N,N,N,,2021-12-31
공중화장실,돌고래시장,,성남시 분당구 내정로174번길 42,N,2,2,0,0,0,0,3,0,0,성남시청 자원순환과,,8시-23시,,37.3715423837,127.1221882454,N,N,N,N,N,N,N,,2021-12-31
공중화장실,야탑에이스코아시장,경기도 성남시 분당구 야탑로 64,성남시 분당구 야탑동 502,N,2,3,0,0,0,0,6,0,0,성남시청 자원순환과,,00시-24시,,37.4094843844,127.1259640132,N,N,N,N,N,N,N,,2021-12-31
공중화장실,성남남한산성시장,경기도 성남시 중원구 은이로8번길 6,성남시 중원구 은행동1553-6등 24필지,N,2,2,0,0,0,0,3,0,0,성남시청 자원순환과,,00시-24시,,37.4573284044,127.1647463145,N,N,N,N,N,N,N,,2021-12-31
공중화장실,금호시장,,성남시 분당구 내정로165번길 38,N,2,3,0,0,0,0,4,0,0,성남시청 자원순환과,,06시~22시,,37.3759788963,127.1171172326,N,N,N,N,N,N,N,,2021-12-31
공중화장실,화랑공원(관리사무소),경기도 성남시 분당구 대왕판교로645번길 21,성남시 분당구 대왕판교로 645번길 21,N,3,3,1,1,0,0,9,1,0,성남시청 자원순환과,,24시,,37.3995331534,127.1038123175,N,N,N,N,N,N,N,,2021-12-31
공중화장실,낙생대공원,,성남시 분당구 백현동 523,N,1,2,1,1,0,0,3,1,0,성남시청 자원순환과,,24시,,37.3875216463,127.1076711533,N,N,N,N,N,N,N,,2021-12-31
공중화장실,서현2동행정복지센터,경기도 성남시 분당구 돌마로476번길 17,경기도 성남시 분당구 돌마로476번길 17,N,1,1,1,1,0,0,2,1,0,성남시청 자원순환과,,(평일)9시~18시,,37.3760522346,127.1346011798,N,N,N,N,N,N,N,,2021-12-31
공중화장실,이매1동행정복지센터,경기도 성남시 분당구 성남대로779번길 10,성남시 분당구 성남대로 779번길 10,N,1,2,1,1,0,0,1,1,0,성남시청 자원순환과,,09~18시,,37.3995550143,127.1271657952,N,N,N,N,N,N,N,,2021-12-31
공중화장실,이매2동행정복지센터,경기도 성남시 분당구 탄천로79번길 19,성남시 분당구 탄천로79번길 19,N,1,1,1,1,0,0,1,1,0,성남시청 자원순환과,,09시~18시,,37.3995743143,127.1218893891,N,N,N,N,N,N,N,,2021-12-31
공중화장실,야탑1동행정복지센터,경기도 성남시 분당구 장미로86번길 18,성남시 분당구 야탑동 장미로 86번길 18,N,1,2,1,1,0,0,3,1,0,성남시청 자원순환과,,9시~18시,,37.4120487082,127.1302340328,N,N,N,N,N,N,N,,2021-12-31
공중화장실,야탑2동행정복지센터,경기도 성남시 분당구 야탑로76번길 5,성남시 분당구 야탑로 76번길 5,N,1,1,1,1,0,0,2,1,0,성남시청 자원순환과,,9시~18시,,37.4094257491,127.1273767784,N,N,N,N,N,N,N,,2021-12-31
공중화장실,이원엘피지성남충전소,경기도 성남시 수정구 성남대로 1327,성남시 수정구 성남대로 1327 (태평동),N,2,3,0,0,0,0,1,0,0,성남시청 자원순환과,,00시-24시,,37.4489523526,127.1249761932,N,N,N,N,N,N,N,,2021-12-31
공중화장실,물  빛어린이공원,,"성남시 분당구 운중동 900, 900-5",N,2,3,1,1,0,0,8,1,0,성남시청 자원순환과,,24시,,37.3910688109,127.0676725169,N,N,N,N,N,N,N,,2021-12-31
공중화장실,어  울어린이공원,,성남시 분당구 삼평동 677,N,1,1,1,1,0,0,2,1,0,성남시청 자원순환과,,24시,,37.4016076425,127.1113269184,N,N,N,N,N,N,N,,2021-12-31
공중화장실,탄천 우안1,,성남시 분당구 정자동 215,N,2,2,0,0,0,0,3,0,0,성남시청 자원순환과,,24시,,37.3546720756,127.1176884369,N,N,N,N,N,N,N,,2021-12-31
공중화장실,탄천 우안2,,성남시 분당구 정자동 120-1,N,2,3,0,0,0,0,5,0,0,성남시청 자원순환과,,24시,,37.3672266254,127.1096292523,N,N,N,N,N,N,N,,2021-12-31
공중화장실,탄천 우안3,,성남시 분당구 정자동 제3호 하천,N,1,2,0,0,0,0,2,0,0,성남시청 자원순환과,,24시,,,,N,N,N,N,N,N,N,,2021-12-31
공중화장실,서현1동행정복지센터,,경기도 성남시 분당구 중앙공원로 39번길 서현1동 주민센터,N,1,2,1,1,0,0,2,1,0,성남시청 자원순환과,,9시~18시,,,,N,N,N,N,N,N,N,,2021-12-31
공중화장실,탄천 우안6,,성남시 분당구 이매동 129-9,N,1,2,0,0,0,0,2,0,0,성남시청 자원순환과,,24시,,37.3969990123,127.1251545728,N,N,N,N,N,N,N,,2021-12-31
공중화장실,탄천 우안7,,성남시 분당구 야탑동 485-16,N,2,2,0,0,0,0,3,0,0,성남시청 자원순환과,,24시,,37.4118043587,127.1234052331,N,N,N,N,N,N,N,,2021-12-31
공중화장실,탄천 우안8,,성남시 분당구 야탑동 555,N,2,3,0,0,0,0,5,0,0,성남시청 자원순환과,,24시,,37.4107778334,127.1227936388,N,N,N,N,N,N,N,,2021-12-31
공중화장실,탄천 우안9,,성남시 중원구 성남동 4616,N,2,2,0,0,0,0,3,0,0,성남시청 자원순환과,,24시,,37.4283612196,127.1179861262,N,N,N,N,N,N,N,,2021-12-31
공중화장실,야탑3동행정복지센터,경기도 성남시 분당구 야탑로167번길 12,성남시 분당구 야탑로167번길 12 (야탑동),N,1,2,1,1,0,0,1,1,0,성남시청 자원순환과,,주중 09:00~18:00,,37.4108286456,127.1379353316,N,N,N,N,N,N,N,,2021-12-31
공중화장실,구미동행정복지센터,경기도 성남시 분당구 구미로 130,성남시 분당구 구미로 130,N,2,2,1,1,0,0,4,1,0,성남시청 자원순환과,,9시~18시,,37.3402296871,127.1226161051,N,N,N,N,N,N,N,,2021-12-31
공중화장실,판교동행정복지센터,경기도 성남시 분당구 서판교로32번길 9,성남시 분당구 서판교로32번길 9,N,1,2,1,1,0,0,3,1,0,성남시청 자원순환과,,09:00 ~ 18:00,,37.3899251870,127.0986776297,N,N,N,N,N,N,N,,2021-12-31
공중화장실,삼평동행정복지센터,경기도 성남시 분당구 동판교로266번길 7,성남시 분당구 동판교로266번길 7,N,1,3,1,1,0,0,2,1,0,성남시청 자원순환과,,9시~18시,,37.4061274051,127.1163198073,N,N,N,N,N,N,N,,2021-12-31
공중화장실,운중동행정복지센터,경기도 성남시 분당구 운중로138번길 10,성남시 분당구 운중로138번길 10,N,2,2,1,1,0,0,3,1,0,성남시청 자원순환과,,9시~18시,,37.3905739853,127.0779103857,N,N,N,N,N,N,N,,2021-12-31
공중화장실,삼양레저빌딩,경기도 부천시 소사구 경인로 194(심곡본동),경기도 부천시 소사구 심곡본동 589번지,N,9,7,0,0,0,0,8,0,0,소사구 도시미관과,,정시,,37.4834260366,126.7769953956,민간소유-개인,수세식,N,,N,N,,,2025-01-01
공중화장실,부천축산농협,경기도 부천시 소사구 경인로 150(송내동),경기도 부천시 소사구 송내동 577번지,N,8,8,0,0,0,0,8,0,0,소사구 도시미관과,,정시,,37.4836847287,126.7721518848,민간소유-법인,수세식,N,,N,N,,,2025-01-01
공중화장실,서진빌딩,경기도 부천시 소사구 중동로49번길 44(송내동),경기도 부천시 소사구 송내동 369-1번지,N,3,2,0,0,0,0,4,0,0,소사구 도시미관과,,정시,,37.4852786185,126.7617415898,민간소유-개인,수세식,N,,N,N,,,2025-01-01
공중화장실,청주빌딩,경기도 부천시 소사구 중동로 65-1(송내동),경기도 부천시 소사구 송내동 370-1번지,N,1,4,1,0,0,0,2,2,0,소사구 도시미관과,,정시,,37.4860686909,126.7641317768,민간소유-개인,수세식,N,,N,N,,,2025-01-01
공중화장실,송내빌딩,경기도 부천시 소사구 송내대로 31(송내동),경기도 부천시 소사구 송내동 709-6번지,N,5,5,0,0,0,0,10,0,0,소사구 도시미관과,,정시,,37.4863220221,126.7527954931,민간소유-개인,수세식,N,,Y,N,,,2025-01-01
공중화장실,동진빌딩,경기도 부천시 소사구 경인로216번길 78(심곡본동),경기도 부천시 소사구 심곡본동 648-11번지,Y,4,4,0,0,0,0,4,0,0,소사구 도시미관과,,정시,,37.4798402970,126.7787377888,민간소유-개인,수세식,N,,Y,N,,,2025-01-01
공중화장실,혜영빌딩,경기도 부천시 소사구 경인로 65(송내동),경기도 부천시 소사구 송내동 366-7번지,N,2,1,0,0,0,0,2,0,0,소사구 도시미관과,,정시,,37.4839862644,126.7626365514,민간소유-개인,수세식,N,,N,N,,,2025-01-01
공중화장실,금강사우나,경기도 부천시 소사구 경인로 51(송내동),경기도 부천시 소사구 송내동 345번지,N,2,2,0,0,0,0,2,0,0,소사구 도시미관과,,정시,,37.4838940521,126.7608616601,민간소유-개인,수세식,N,,N,N,,,2025-01-01
공중화장실,한동빌딩,경기도 부천시 오정구 역곡로 488(고강동),경기도 부천시 오정구 고강동 349-1번지,Y,1,1,0,0,0,0,0,0,0,오정구 도시미관과,,정시,,37.5281418632,126.8163450720,민간소유-개인,수세식,N,,N,N,,,2025-01-01
공중화장실,국민은행상가(고강동),경기도 부천시 오정구 역곡로 474(고강동),경기도 부천시 오정구 고강동 347-4번지,N,2,2,0,0,0,0,2,0,0,오정구 도시미관과,,정시,,37.5269168183,126.8164807432,민간소유-개인,수세식,N,,N,N,,,2025-01-01
공중화장실,티엘빌딩,경기도 부천시 오정구 역곡로 434-7(고강동),경기도 부천시 오정구 고강동 344-15번지,N,2,2,0,0,0,0,3,0,0,오정구 도시미관과,,정시,,37.5233981505,126.8158904224,민간소유-개인,수세식,N,,N,N,,,2025-01-01
공중화장실,정방프라자,경기도 부천시 오정구 여월로 70(여월동),경기도 부천시 오정구 여월동 335번지,N,4,4,2,0,0,0,5,0,0,오정구 도시미관과,,정시,,37.5113825509,126.8065068299,민간소유-개인,수세식,Y,장애인화장실,Y,N,,,2025-01-01
공중화장실,에버그린,경기도 부천시 오정구 여월로 64(여월동),경기도 부천시 오정구 여월동 332번지,N,1,3,1,0,0,0,3,1,0,오정구 도시미관과,,정시,,37.5111190479,126.8061471896,민간소유-개인,수세식,N,,Y,Y,여자화장실,,2025-01-01
공중화장실,능력프라자,경기도 부천시 오정구 소사로 721(원종동),경기도 부천시 오정구 원종동 374-2번지,N,1,2,0,0,0,0,1,0,0,오정구 도시미관과,,정시,,37.5203934982,126.8045449230,민간소유-개인,수세식,N,,N,N,,,2025-01-01
공중화장실,윗소사어린이공원,경기도 부천시 소사구 소사로177번길 19(소사본동),경기도 부천시 소사구 소사본동 179번지,N,1,2,0,0,0,1,2,1,1,공원관리과,,정시,,37.4740590697,126.7945698887,공공기관-지방자치단체,수세식,Y,여자화장실,N,N,,,2025-01-01
공중화장실,펄벅공원,경기도 부천시 소사구 성주로214번길 74(심곡본동),경기도 부천시 소사구 심곡본동 567-3번지,N,3,2,0,0,0,0,3,0,0,공원관리과,,정시,,37.4744172546,126.7807238153,공공기관-지방자치단체,수세식,Y,여자화장실,N,Y,여자화장실,,2025-01-01
공중화장실,송내공원,경기도 부천시 소사구 성주로68번길 35(송내동),경기도 부천시 소사구 송내동 713번지,N,1,2,1,0,0,0,2,1,0,공원관리과,,정시,,37.4781347598,126.7638024273,공공기관-지방자치단체,수세식,Y,여자화장실,N,N,,,2025-01-01
공중화장실,성무정공원,경기도 부천시 소사구 하우로 250(심곡본동),경기도 부천시 소사구 심곡본동 562-20번지,N,1,2,1,0,0,1,2,1,0,공원관리과,,정시,,37.4761983391,126.7845859606,공공기관-지방자치단체,수세식,Y,여자화장실,N,N,,,2025-01-01
공중화장실,정명어린이공원,경기도 부천시 소사구 심곡로 89(심곡본동),경기도 부천시 소사구 심곡본동 818번지,N,1,2,0,0,0,0,2,1,0,공원관리과,,정시,,37.4760206312,126.7746577931,공공기관-지방자치단체,수세식,Y,여자화장실,N,N,,,2025-01-01
공중화장실,율곡어린이공원,경기도 부천시 소사구 경인로216번길 66(심곡본동),경기도 부천시 소사구 심곡본동 652-2번지,N,2,1,0,0,1,0,3,0,0,공원관리과,,정시,,37.4802922577,126.7789483398,공공기관-지방자치단체,수세식,Y,여자화장실,N,N,,,2025-01-01
공중화장실,솔안말어린이공원,경기도 부천시 소사구 경인로29번길 45(송내동),경기도 부천시 소사구 송내동 335번지,N,2,2,0,0,1,0,2,0,1,공원관리과,,정시,,37.4858094271,126.7587049914,공공기관-지방자치단체,수세식,Y,여자화장실,N,N,,,2025-01-01
공중화장실,산골어린이공원,경기도 부천시 소사구 성주로 20(송내동),경기도 부천시 소사구 송내동 407번지,N,1,2,0,0,1,0,2,0,1,공원관리과,,정시,,37.4816612709,126.7598317816,공공기관-지방자치단체,수세식,Y,여자화장실,N,N,,,2025-01-01
공중화장실,역곡공원,경기도 부천시 원미구 지봉로51번길 54(역곡동),경기도 부천시 원미구 역곡동 302-2번지,N,1,3,1,0,0,0,3,1,0,공원관리과,,정시,,37.4882810169,126.8034514319,공공기관-지방자치단체,수세식,Y,여자화장실,N,Y,여자화장실,,2025-01-01
공중화장실,최희섭공원,경기도 부천시 원미구 역곡로 201(춘의동),경기도 부천시 원미구 춘의동 산51번지,N,2,1,0,0,0,0,3,0,0,공원관리과,,정시,,37.5029557959,126.8097299963,공공기관-지방자치단체,수세식,Y,여자화장실,N,Y,여자화장실,,2025-01-01
공중화장실,은행어린이공원,경기도 부천시 원미구 원미로149번길 4(원미동),경기도 부천시 원미구 원미동 57번지,N,1,2,1,0,1,0,2,1,0,공원관리과,,정시,,37.4961830900,126.7908662083,공공기관-지방자치단체,수세식,Y,여자화장실,N,N,,,2025-01-01
공중화장실,사래울어린이공원,경기도 부천시 원미구 부일로711번길 29(역곡동),경기도 부천시 원미구 역곡동 53-11번지,N,0,2,1,0,0,0,1,1,0,공원관리과,,정시,,37.4861729755,126.8082443251,공공기관-지방자치단체,수세식,Y,여자화장실,N,N,,,2025-01-01
공중화장실,동화어린이공원,경기도 부천시 원미구 수도로 224(도당동),경기도 부천시 원미구 도당동 59번지,N,1,2,1,0,1,0,1,1,1,공원관리과,,정시,,37.5205754638,126.7896848384,공공기관-지방자치단체,수세식,Y,여자화장실,N,N,,,2025-01-01
공중화장실,도요새어린이공원,경기도 부천시 원미구 역곡로26번길 74(역곡동),경기도 부천시 원미구 역곡동 115번지,N,1,2,1,0,0,0,2,1,0,공원관리과,,정시,,37.4886889378,126.8146347829,공공기관-지방자치단체,수세식,Y,여자화장실,N,Y,남자화장실+여자화장실,,2025-01-01
공중화장실,테크노공원,경기도 성남시 분당구 판교역로 203,성남시 분당구 판교역로 203,N,3,2,1,1,0,0,6,1,0,성남시청 자원순환과,,24시,,37.3989021827,127.1092274779,N,N,N,N,N,N,N,,2021-12-31
공중화장실,은행시장,경기도 성남시 중원구 산성대로 526,성남시 중원구 은행동1553,N,3,3,0,0,0,0,4,0,0,성남시청 자원순환과,,08시-23시,,37.4575800465,127.1644851292,N,N,N,N,N,N,N,,2021-12-31
공중화장실,범한프라자시장,경기도 성남시 분당구 불정로376번길 37,성남시 분당구 불정로376번길 37,N,2,2,0,0,0,0,2,0,0,성남시청 자원순환과,,00시-24시,,37.3716232922,127.1394452519,N,N,N,N,N,N,N,,2021-12-31
공중화장실,미금현대벤처빌시장,경기도 성남시 분당구 돌마로 80,성남시 분당구 돌마로 80,N,3,4,1,1,0,0,4,1,0,성남시청 자원순환과,,10시-21시,,37.3496997265,127.1104084870,N,N,N,N,N,N,N,,2021-12-31
공중화장실,모란시장(구 모란가축시장),,성남시 중원구 성남동 4182등 16필지,N,2,2,0,0,0,0,1,0,0,성남시청 자원순환과,,08시-20시,,,,N,N,N,N,N,N,N,,2021-12-31
공중화장실,청구문화시장,,성남시 분당구 내정로165번길 38,N,2,2,1,1,0,0,4,1,0,성남시청 자원순환과,,10시-22시,,37.3759788963,127.1171172326,N,N,N,N,N,N,N,,2021-12-31
공중화장실,성호시장,경기도 성남시 중원구 광명로 147,성남시 중원구 광명로 147,N,1,2,0,0,0,0,2,0,0,성남시청 자원순환과,,00시-24시,,37.4380058898,127.1441460366,N,N,N,N,N,N,N,,2021-12-31
공중화장실,에스케이에너지㈜ 단대주유소,경기도 성남시 수정구 희망로 530,성남시 수정구 희망로 530(산성동),N,1,2,0,0,0,0,1,0,0,성남시청 자원순환과,,00시-24시,,37.4508457994,127.1516715625,N,N,N,N,N,N,N,,2021-12-31
공중화장실,산성주유소,경기도 성남시 수정구 산성대로 607,성남시 수정구 산성대로 607(양지동),N,1,1,0,0,0,0,1,0,0,성남시청 자원순환과,,00시-24시,,37.4635441648,127.1698410608,N,N,N,N,N,N,N,,2021-12-31
공중화장실,엠오티플러스,경기도 성남시 수정구 산성대로 463,성남시 수정구 산성대로 463(단대동),N,2,2,0,0,0,0,1,0,0,성남시청 자원순환과,,05시-익01시,,37.4531960231,127.1601517556,N,N,N,N,N,N,N,,2021-12-31
공중화장실,복정주유소,경기도 성남시 수정구 헌릉로 1048,성남시 수정구 헌릉로 1048(복정동),N,1,2,0,0,0,0,1,0,0,성남시청 자원순환과,,00시-24시,,37.4591606472,127.1470196295,N,N,N,N,N,N,N,,2021-12-31
공중화장실,청계산주유소,경기도 성남시 수정구 청계산로 458,성남시 수정구 청계산로 458(상적동),N,1,1,0,0,0,0,1,0,0,성남시청 자원순환과,,00시-24시,,37.4305418902,127.0731648973,N,N,N,N,N,N,N,,2021-12-31
공중화장실,대왕주유소,경기도 성남시 수정구 대왕판교로 1015,성남시 수정구 대왕판교로 1015 (고등동),N,2,2,0,0,0,0,2,0,0,성남시청 자원순환과,,00시-24시,,37.4310576064,127.1021429287,N,N,N,N,N,N,N,,2021-12-31
